Food Item Name,Label,Description,Amount,Type,Other Info,Dinning Hall
Gluten Free Blueberry Muffin,vegetarian,"A soft, fluffy, gluten free blueberry muffin.",1 Muffin,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Gluten Free Brownie,vegetarian,A gluten free chocolate brownie.,1 Brownie,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Gluten Free Chocolate Chip Muffin*,,Fluffy gluten free chocolate chip muffin.,1 Each,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Gluten Free Sliced Bread,vegetarian,"Soft, gluten free sliced bread.",1 Slice,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Key Lime Pastry,vegetarian,A sweet and delectable key lime pastry.,1 Each,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Mango Guava Cheesecake Pastry,vegetarian,Savory mango guava cheesecake.,1 Each,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Plain Croissant,vegetarian,"A fluffy, warmed plain croissant.",1 Croissant,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Quiche Lorraine,,"Cheese, eggs, bacon, ham, and filling baked in a pie shell.",1 Slice,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Raspberry Lemon Drop Pastry,vegetarian,Yellow sponge cake layered with lemon mousse and raspberry preserves finished with lemon glaze and white chocolate curls.,1 Each,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Southwest Chicken Quiche,,"Eggs, chicken, cheddar cheese, roasted corn, and filling baked into a pie crust",1 Slice,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Spinach Feta Quiche,vegetarian,"Eggs, spinach, mozzarella cheese, feta cheese, and filling baked into a pie crust.",1 Slice,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Tiramisu,vegetarian,"Traditional, delectable tiramisu.",1 Each,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Tuxedo Bombe Pastry,vegetarian,A tasty chocolate cake base layered with white and milk chocolate mousse covered with chocolate ganache and drizzled white chocolate.,1 Each,Lunch/Dinner,Sweets,Food Court/Hokie Grill at Owens Hall
Black Beans & Fireroasted Corn,vegan,Fire roasted corn mixed with black beans.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Bleu Cheese,vegetarian,Bleu cheese crumbles.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
"Cheese, Shredded Cheddar*",vegetarian,Shredded cheddar cheese.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
"Cheese, Shredded Parmesan",vegetarian,Shredded parmesan cheese.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Cherry Tomatoes,vegan,Fresh cherry tomatoes.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Chopped Baby Corn,vegan,Chopped baby corn.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Diced Chicken,,Tasty diced chicken.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Diced Ham,,Tender diced ham.,1/2 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Diced Turkey,,Tender diced turkey.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Green Olives,vegan,Fresh whole green olives.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Hard Boiled Egg,vegetarian,Halved hard boiled egg.,1/2 Each,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Lemongrass Chicken Noodle Bowl,,,1 Each,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Matchstick Carrots,vegan,Shredded carrots.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Red Kidney Beans,vegan,Dark red kidney beans.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Red Onions,vegan,Sliced red onions.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Romaine Lettuce,vegan,"Fresh, chopped romaine lettuce.",1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Sliced Cucumbers,vegan,"Fresh, sliced cucumbers.",1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Sliced Mushrooms,vegan,"Fresh, sliced mushrooms.",1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Thai Tofu Noodle Bowl,vegetarian,"Thai rice noodles topped with Bulgogi chicken, fresh vegetables, and a tasty blend of spices, sauces, and broths.",1 Each,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Tuna,,Tender tuna.,1 Oz,Lunch/Dinner,Garden Build Your Own Salad Bar,Food Court/Hokie Grill at Owens Hall
Basmati Rice with Turmeric,vegan,Steamed Basmati rice seasoned with cumin and turmeric.,6 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Cold Green Beans,vegan,Whole blanched green beans.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Fresh Diced Tomatoes,vegan,"Fresh, diced tomatoes.",1/4 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Golden Raisins,vegan,Golden raisins.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Gyro Meat,,Lamb and beef seasoned with gyro spice.,3 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Indian Cucumber Salad,vegan,A fresh and flavorful cucumber salad with a hint of heat accented by coconut flakes and Indian flavors.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Indian Eggplant (Baingan Bharta),vegan,Roasted eggplant mash with Indian spices.,4 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Indian Green Chutney,vegan,A fresh and flavorful chutney spiced with common Indian flavors.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Indian Raita,vegetarian,A popular condiment made from Greek yogurt and spiced with Indian flavors.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Lemon Wedge,vegan,Juicy lemon wedge.,1 Wedge,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Lettuce Mix,vegan,A mix of fresh green and red leaf lettuce.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Mango Salsa,vegan,Sweet mango salsa balanced with a hint of jalapeno heat.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Mediterranean Chicken,halal,Chicken marinated with Mediterranean spices.,3 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Naan Bread,vegetarian,Oven baked Indian flatbread.,1 Each,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Red Lentil Daal,vegan,Vibrant spices combined with red lentils and coconut milk in a creamy and filling Indian dish.,6 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Red Onions,vegan,Sliced red onions.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Spicy Tomato Chutney,vegan,Tomato based sauce with traditional Indian-inspired flavors.,1 Oz,Lunch/Dinner,Variabowl,Food Court/Hokie Grill at Owens Hall
Chick-fil-A Menu Items,,,,Lunch/Dinner,Chick-fil-A,Food Court/Hokie Grill at Owens Hall
Blue Ridge BBQ Pork,,Smoked pork flavored with black pepper.,4 Oz,Lunch/Dinner,Blue Ridge BBQ,Food Court/Hokie Grill at Owens Hall
Maque Choux,vegetarian,"Our take on this Southern dish features corn,tomatoes, green peppers, and onions.",4 Oz,Lunch/Dinner,Blue Ridge BBQ,Food Court/Hokie Grill at Owens Hall
Pinto Beans w/Ham,,Pinto beans cooked with chicken consomme and mixed with fresh red onion and country ham.,4 Oz,Lunch/Dinner,Blue Ridge BBQ,Food Court/Hokie Grill at Owens Hall
Pizza Hut Menu Items,,,,Lunch/Dinner,Pizza Hut,Food Court/Hokie Grill at Owens Hall
Dunkin Donuts Menu Items,,,,Lunch/Dinner,Dunkin Donuts,Food Court/Hokie Grill at Owens Hall
"Burger, Pesto Turkey",,Fresh ground turkey with pesto sauce on a potato roll.,1 Burger,Daily Items,Burgers,Burger '37 at Squires
"Burger, Plain",,Fresh ground beef patty seasoned with Grizzly seasoning on a potato roll.,1 Burger,Daily Items,Burgers,Burger '37 at Squires
"Burger, Veggie",vegan,"A veggie burger made from black beans, lentils, corn, onion and rice served on a potato roll with your choice of toppings.",1 Burger,Daily Items,Burgers,Burger '37 at Squires
Classic Burger #3 (Bacon Cheeseburger),,"The classic burger with lettuce, tomato, mayonnaise, smoked bacon, cheddar cheese, and jalapeno cheese served on a potato roll.",1 Burger,Daily Items,Burgers,Burger '37 at Squires
Fried Chicken Patty,,Crispy fried chicken patty.,1 Each,Daily Items,Burgers,Burger '37 at Squires
Gluten Free Bun,vegetarian,Gluten free bun.,1 Bun,Daily Items,Burgers,Burger '37 at Squires
Grilled Chicken Sandwich,,Juicy grilled chicken on a potato roll with your choice of toppings.,1 Each,Daily Items,Burgers,Burger '37 at Squires
Signature #4 Chicken Ranch BLT,,The classic burger with maple flavored candied bacon and brie cheese served on a potato roll.,1 Sandwich,Daily Items,Burgers,Burger '37 at Squires
Signature #5 (Chicken Bacon Avocado Sandwich),,"Chicken breast and apple wood smoked bacon served on a wheat bun topped with avocado, fresh tomatoes, pepper jack cheese, lettuce, and mayonnaise.",1 Sandwich,Daily Items,Burgers,Burger '37 at Squires
Signature Burger #1 (Bacon & Egg),,"Fresh ground beef patty, cheddar cheese, bacon, lettuce, tomato, mayonnaise, and fried egg on a potato roll.",1 Burger,Daily Items,Burgers,Burger '37 at Squires
"Signature Burger #2 (Cheddar, Bacon & Fried Onions)",,"Fresh ground beef patty seasoned with Grizzly seasoning, B'37 sauce (BBQ sauce & Jalapenos), cheddar cheese, french fried onions, lettuce, tomato, and mayonnaise served on a potato roll.",1 Burger,Daily Items,Burgers,Burger '37 at Squires
French Fries,vegan,Seasoned fries.,5 Oz,Daily Items,Fries,Burger '37 at Squires
Sweet Potato Fries,vegan,Sweet potato fries.,6 Oz,Daily Items,Fries,Burger '37 at Squires
Chocolate Brownie Milkshake,vegetarian,"A milkshake made with local Homestead Creamery vanilla bean speck soft serve mix, 2% milk, cream cheese swirl brownie and Ghiradelli dark chocolate .",16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Chocolate Milkshake,vegetarian,"A milkshake made with local Homestead Creamery vanilla bean speck soft serve mix, 2% milk, and Ghiradelli dark chocolate topping.",16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Cinnamon Toast Crunch Milkshake,vegetarian,Creamy vanilla soft serve mixed with cinnamon toast crunch and cinnamon sugar.,16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Cookies & Cream Milkshake,vegetarian,"A milkshake made with local Homestead Creamery vanilla bean speck soft serve mix, 2% milk, and Oreo cookie crumbles.",16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Fruity Pebbles Milkshake,vegetarian,Delectable vanilla bean soft serve mixed with fruity pebbles cereal.,16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Salted Caramel Milkshake,vegetarian,"A milkshake made with local Homestead Creamery vanilla bean speck soft serve mix, 2% milk, caramel sauce and kosher salt.",16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Strawberry Milkshake,vegetarian,"A milkshake made with local Homestead Creamery vanilla bean speck soft serve mix,2% milk and strawberries.",16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
Vanilla Milkshake,vegetarian,"A milkshake made with local Homestead Creamery vanilla bean speck soft serve mix, and 2% milk.",16 Oz,Daily Items,Milkshakes,Burger '37 at Squires
B37 Sauce,vegan,"A tasty blend of BBQ sauce, Burger 37 sauce, and jalapeno peppers.",1 Tbsp,Daily Items,Toppings,Burger '37 at Squires
Bacon,,Smoked bacon slices baked in the oven until slightly crisp.,3 Slices,Daily Items,Toppings,Burger '37 at Squires
"Cheese, Cheddar",vegetarian,Sliced cheddar cheese.,1 Oz,Daily Items,Toppings,Burger '37 at Squires
"Cheese, Pepper Jack",vegetarian,Sliced pepper jack cheese.,1 Oz,Daily Items,Toppings,Burger '37 at Squires
"Cheese, White American",vegetarian,Sliced white American cheese.,1 Oz,Daily Items,Toppings,Burger '37 at Squires
Dijon Honey Mustard Dressing,,Honey mustard Dijon dressing.,2 Oz,Daily Items,Toppings,Burger '37 at Squires
Fresh Avocado Slices,vegan,Fresh sliced avocado.,1/12 Each,Daily Items,Toppings,Burger '37 at Squires
Ketchup,vegan,"Smooth, rich ketchup.",1/2 Oz,Daily Items,Toppings,Burger '37 at Squires
Lettuce Leaves,vegan,Fresh green leaf lettuce.,1/3 Oz,Daily Items,Toppings,Burger '37 at Squires
Pickle Chips,vegan,Dried pickle chips.,1/2 Oz,Daily Items,Toppings,Burger '37 at Squires
Red Onions,vegan,Sliced red onions.,1 Oz,Daily Items,Toppings,Burger '37 at Squires
Sliced Tomatoes,vegan,Fresh sliced tomatoes.,1 Oz,Daily Items,Toppings,Burger '37 at Squires
Chorizo Burger,,,1 Burger,Daily Items,Monthly Limited Time Offerings,Burger '37 at Squires
Spicy Chocolate Milkshake,,,1 Each,Daily Items,Monthly Limited Time Offerings,Burger '37 at Squires
"Individual Oatmeal Cup, Apple Cinnamon",vegan,A cup of oatmeal flavored with apples and cinnamon.,1 Each,Breakfast,Deet's Grab and Go Snacks,Deet's Place & DXPress at Dietrick Hall
"Individual Oatmeal Cup, Blueberry Hazelnut",vegan,A cup of oatmeal flavored with blueberries and hazelnuts.,1 Each,Breakfast,Deet's Grab and Go Snacks,Deet's Place & DXPress at Dietrick Hall
"Individual Oatmeal Cup, Maple Brown Sugar",vegan,A cup of oatmeal flavored with maple brown sugar.,1 Each,Breakfast,Deet's Grab and Go Snacks,Deet's Place & DXPress at Dietrick Hall
"Croissant, Chocolate Hazelnut",vegetarian,"Soft, flaky, chocolate filled croissant.",1 Croissant,Breakfast,Deet's Croissants,Deet's Place & DXPress at Dietrick Hall
"Croissant, Ham-Cheddar Omelet",,Buttery croissant filled with ham and cheddar cheese.,1 Croissant,Breakfast,Deet's Croissants,Deet's Place & DXPress at Dietrick Hall
"Croissant, Spinach & Feta",vegetarian,Buttery croissant filled with spinach and feta cheese.,1 Croissant,Breakfast,Deet's Croissants,Deet's Place & DXPress at Dietrick Hall
"Bagels, Assorted",vegetarian,"An assortment of bagels are available including plain, cinnamon raisin, everything, and blueberry.",1 Bagel,Breakfast,Deet's Breads & Spreads,Deet's Place & DXPress at Dietrick Hall
Butter Patties,vegetarian,Small pad of butter.,1 Patty,Breakfast,Deet's Breads & Spreads,Deet's Place & DXPress at Dietrick Hall
"Muffin, Banana Nut",vegetarian,"A soft and fluffy muffin made with bananas and walnuts, baked with a crisp topping made of oatmeal, brown sugar, and cinnamon.",1 Muffin,Breakfast,Deet's Muffins,Deet's Place & DXPress at Dietrick Hall
"Muffin, Blueberry",vegetarian,A traditional blueberry muffin with a streusel topping.,1 Muffin,Breakfast,Deet's Muffins,Deet's Place & DXPress at Dietrick Hall
"Muffin, Double Chocolate",vegetarian,A sweet and tasty double chocolate muffin.,1 Muffin,Breakfast,Deet's Muffins,Deet's Place & DXPress at Dietrick Hall
"Muffin, Lemon Poppy",vegetarian,A traditional lemon poppyseed muffin.,1 Muffin,Breakfast,Deet's Muffins,Deet's Place & DXPress at Dietrick Hall
"Bar, Chocolate Oatmeal",vegetarian,Sweet treat of oatmeal combined with walnuts and pecans and topped with sweet chocolate.,1 Bar,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
"Bar, Rice Crispy",,Traditional rice crispy bar.,1 Bar,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
"Brownie, Espresso",vegetarian,A fudge brownie topped with espresso cream and espresso beans.,1 Bar,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
Chocolate Chunk Cookie,vegetarian,"Cookie baked with chocolate chunks, milk chocolate chunks, and Hershey's kisses.",1 Cookie,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
"Crumb Cake, Apple Caramel",vegetarian,A delectable fluffy cake with apple and caramel flavorings.,1 Each,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
M&M Cookie,vegetarian,Cookie baked with M&Ms and chocolate chunks.,1 Cookie,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
Red Velvet Cookie,vegetarian,Red velvet cookie with white chocolate and milk chocolate chunks.,1 Cookie,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
Reese's Cookie,vegetarian,Peanut butter cookie baked with Reese's Peanut Butter Cups.,1 Cookie,Breakfast,Deet's Cookies & Brownies,Deet's Place & DXPress at Dietrick Hall
"Cake, Tiramisu",vegetarian,"A creamy, delicious tiramisu.",1 Piece,Breakfast,Deet's Cakes & Pies,Deet's Place & DXPress at Dietrick Hall
Chocolate Meringue Pie,vegetarian,,1 Slice,Breakfast,Deet's Cakes & Pies,Deet's Place & DXPress at Dietrick Hall
Chocolate Eclair,vegetarian,Chocolate eclair puffed pastry topped with whipped topping and sprinkles.,1 Each,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Crumb Cake, Apple Caramel",vegetarian,A delectable fluffy cake with apple and caramel flavorings.,1 Each,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Crumb Cake, Butter",vegetarian,"A delicious, classic crumb cake.",1 Each,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Crumb Cake, Raspberry",vegetarian,"A tasty, fluffy crumb cake with raspberries.",1 Each,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Crumb Cake, Triple Chocolate",vegetarian,A rich and fluffy triple chocolate crumb cake.,1 Each,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Roll, Cinnamon",vegetarian,"A warm, tender cinnamon roll.",1 Roll,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Scone, Blueberry",vegetarian,A flavorful scone filled with blueberries.,1 Scone,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Scone, Cinnamon",vegetarian,A delectable scone spiced with cinnamon.,1 Scone,Breakfast,Deet's Danishes & Pastries,Deet's Place & DXPress at Dietrick Hall
"Americano, Grande",vegetarian,A 20 oz. cup of espresso with hot water.,1 Grande,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Americano, Short",vegetarian,A 12 oz. cup of espresso with hot water.,1 Short,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Americano, Tall",vegetarian,A 16 oz. cup of espresso with hot water.,1 Tall,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cafe Aulait, Grande",vegetarian,A 20 oz. cup of brewed coffee mixed with hot milk.,1 Grande,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cafe Aulait, Short",vegetarian,A 12 oz. cup of brewed coffee mixed with hot milk.,1 Short,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cafe Aulait, Tall",vegetarian,A 16 oz. cup of brewed coffee mixed with hot milk.,1 Tall,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino Flavored, Grande",vegetarian,A 20 oz. cup of brewed coffee with steamed milk with your choice of flavoring.,1 Grande,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
"Cappuccino Flavored, Short",vegetarian,A 12 oz. cup of brewed coffee with steamed milk with your choice of flavoring.,1 Short,Breakfast,Deet's Hot Drinks,Deet's Place & DXPress at Dietrick Hall
